Formula,K_frac,Rb_frac,Cs_frac,MA_frac,FA_frac,Li_frac,Ca_frac,Sr_frac,Ba_frac,Ge_frac,Sn_frac,Pb_frac,Be_frac,Ni_frac,Cl_frac,Br_frac,I_frac,F_frac,A_Ionic_radius,B_Ionic_radius,X_Ionic_radius,A+B_Ionic_radius,A+X_Ionic_radius,B+X_Ionic_radius,A/B_Ionic_radius,A/X_Ionic_radius,B/X_Ionic_radius,Tolerance factor,Octahedral factor,A_Ionization energy(kJ/mol),B_Ionization energy(kJ/mol),X_Ionization energy(kJ/mol),A_Electron_affinity(kJ/mol),B_Electron_affinity(kJ/mol),X_Electron_affinity(kJ/mol),B_Valence_electrons,A_Boiling_point(K),B_Boiling_point(K),X_Boiling_point(K),A_Melting_point(K),B_Melting_point(K),X_Melting_point(K),A_Density(g/cc),B_Density(g/cc),X_Density(g/cc),A_Atomic_weight(u),B_Atomic_weight(u),X_Atomic_weight(u),A_Heat_of_fusion(kJ/mol),B_Heat_of_fusion(kJ/mol),X_Heat_of_fusion(kJ/mol),A_Heat_of_vap(kJ/mol),B_Heat_of_vap(kJ/mol),X_Heat_of_vap(kJ/mol),A_Electronegativity,B_Electronegativity,X_Electronegativity,Decomposition Energy (eV p.f.u.),Band Gap (eV),SLME @ 5um
K_0.375Rb_0.375Cs_0.25GeBr_3,0.375,0.375,0.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.61,0.87,1.96,2.48,3.57,2.83,1.84,0.82,0.44,0.89,0.44,402.1,762.1,1139.9,47.09,120,324.6,4,983.75,3107,331.85,318.92,1211.5,265.95,1.36,5.32,3.12,79.94,72.61,79.9,2.27,31.8,5.29,71.72,334.3,14.73,0.81,2.01,2.96,-0.099,0.661,0.132
K_0.25Rb_0.375Cs_0.375PbI_3,0.25,0.375,0.375,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.63,1.19,2.2,2.82,3.83,3.39,1.37,0.74,0.54,0.8,0.54,396.71,715.5,1008.4,46.73,110,295.3,4,972.63,2023,457.5,314.51,600.65,386.7,1.49,11.35,4.93,91.67,207.2,126.9,2.24,4.77,7.76,70.58,177.9,20.9,0.81,2.33,2.66,1.729,1.462,0.206
K_0.625Rb_0.25Cs_0.125GeCl_3,0.625,0.25,0.125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.56,0.87,1.81,2.43,3.37,2.68,1.8,0.86,0.48,0.89,0.48,409.46,762.1,1251.1,47.63,120,348.8,4,1003.88,3107,239.18,326.35,1211.5,172.17,1.15,5.32,3.21,62.42,72.61,35.45,2.3,31.8,3.21,73.83,334.3,10.2,0.82,2.01,3.16,1.551,0.919,0.159
K_0.625Rb_0.125Cs_0.25GeCl_3,0.625,0.125,0.25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.58,0.87,1.81,2.45,3.39,2.68,1.82,0.87,0.48,0.89,0.48,406.05,762.1,1251.1,47.46,120,348.8,4,1001.75,3107,239.18,324.96,1211.5,172.17,1.2,5.32,3.21,68.35,72.61,35.45,2.27,31.8,3.21,73.65,334.3,10.2,0.81,2.01,3.16,1.744,0.938,0.162
K_0.625Cs_0.375GeCl_3,0.625,0,0.375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.6,0.87,1.81,2.47,3.41,2.68,1.83,0.88,0.48,0.9,0.48,402.64,762.1,1251.1,47.28,120,348.8,4,999.63,3107,239.18,323.58,1211.5,172.17,1.24,5.32,3.21,74.28,72.61,35.45,2.24,31.8,3.21,73.47,334.3,10.2,0.81,2.01,3.16,1.937,0.958,0.163
K_0.75Rb_0.25GeCl_3,0.75,0.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.54,0.87,1.81,2.41,3.35,2.68,1.76,0.85,0.48,0.88,0.48,414.85,762.1,1251.1,47.99,120,348.8,4,1015,3107,239.18,330.76,1211.5,172.17,1.03,5.32,3.21,50.69,72.61,35.45,2.33,31.8,3.21,74.98,334.3,10.2,0.82,2.01,3.16,1.688,0.892,0.154
K_0.625Rb_0.375BaI_3,0.625,0.375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.55,1.42,2.2,2.97,3.75,3.62,1.09,0.7,0.65,0.73,0.65,412.88,502.9,1008.4,47.81,-52,295.3,2,1006,2078,457.5,327.74,1002,386.7,1.11,3.59,4.93,56.49,137.33,126.9,2.33,8.01,7.76,74.01,140.2,20.9,0.82,1,2.66,3.034,3.121,0.008
K_0.125Cs_0.875BaI_3,0.125,0,0.875,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.71,1.42,2.2,3.13,3.91,3.62,1.21,0.78,0.65,0.76,0.65,381.09,502.9,1008.4,45.85,-52,295.3,2,955.13,2078,457.5,305.95,1002,386.7,1.74,3.59,4.93,121.18,137.33,126.9,2.12,8.01,7.76,68.89,140.2,20.9,0.79,1,2.66,0.631,3.409,0.004
K_0.375Rb_0.375Cs_0.25PbBr_3,0.375,0.375,0.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.61,1.19,1.96,2.8,3.57,3.15,1.35,0.82,0.61,0.8,0.61,402.1,715.5,1139.9,47.09,110,324.6,4,983.75,2023,331.85,318.92,600.65,265.95,1.36,11.35,3.12,79.94,207.2,79.9,2.27,4.77,5.29,71.72,177.9,14.73,0.81,2.33,2.96,0.129,1.76,0.144
Rb_0.75Cs_0.25BaBr_3,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.64,1.42,1.96,3.06,3.6,3.38,1.16,0.84,0.72,0.75,0.72,396.18,502.9,1139.9,46.54,-52,324.6,2,956.75,2078,331.85,309.86,1002,265.95,1.62,3.59,3.12,97.33,137.33,79.9,2.28,8.01,5.29,68.84,140.2,14.73,0.81,1,2.96,0.469,3.765,0
K_0.25Rb_0.375Cs_0.375BaCl_3,0.25,0.375,0.375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.63,1.42,1.81,3.05,3.44,3.23,1.15,0.9,0.78,0.75,0.78,396.71,502.9,1251.1,46.73,-52,348.8,2,972.63,2078,239.18,314.51,1002,172.17,1.49,3.59,3.21,91.67,137.33,35.45,2.24,8.01,3.21,70.58,140.2,10.2,0.81,1,3.16,1.841,4.363,0
K_0.125Rb_0.375Cs_0.5BaCl_3,0.125,0.375,0.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.66,1.42,1.81,3.08,3.47,3.23,1.17,0.92,0.78,0.76,0.78,391.33,502.9,1251.1,46.37,-52,348.8,2,961.5,2078,239.18,310.11,1002,172.17,1.62,3.59,3.21,103.39,137.33,35.45,2.21,8.01,3.21,69.43,140.2,10.2,0.81,1,3.16,1.672,4.426,0
K_0.625Rb_0.125Cs_0.25BaCl_3,0.625,0.125,0.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.58,1.42,1.81,3,3.39,3.23,1.11,0.87,0.78,0.74,0.78,406.05,502.9,1251.1,47.46,-52,348.8,2,1001.75,2078,239.18,324.96,1002,172.17,1.2,3.59,3.21,68.35,137.33,35.45,2.27,8.01,3.21,73.65,140.2,10.2,0.81,1,3.16,2.697,4.26,0
K_0.75Cs_0.25BaCl_3,0.75,0,0.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.57,1.42,1.81,2.99,3.38,3.23,1.1,0.87,0.78,0.74,0.78,408.03,502.9,1251.1,47.64,-52,348.8,2,1010.75,2078,239.18,327.99,1002,172.17,1.11,3.59,3.21,62.55,137.33,35.45,2.27,8.01,3.21,74.61,140.2,10.2,0.81,1,3.16,3.041,4.242,0
K_0.5Rb_0.25Cs_0.25SrI_3,0.5,0.25,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.59,1.26,2.2,2.85,3.79,3.46,1.26,0.72,0.57,0.78,0.57,404.08,549.5,1008.4,47.28,-168,295.3,2,992.75,1655,457.5,321.94,1042,386.7,1.28,2.54,4.93,74.15,87.62,126.9,2.27,8.2,7.76,72.69,136.9,20.9,0.81,0.95,2.66,2.106,3.272,0.003
K_0.375Cs_0.625SrI_3,0.375,0,0.625,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.65,1.26,2.2,2.91,3.85,3.46,1.31,0.75,0.57,0.79,0.57,391.86,549.5,1008.4,46.57,-168,295.3,2,977.38,1655,457.5,314.76,1042,386.7,1.49,2.54,4.93,97.73,87.62,126.9,2.18,8.2,7.76,71.18,136.9,20.9,0.8,0.95,2.66,1.125,3.389,0.004
K_0.5Rb_0.25Cs_0.25SrBr_3,0.5,0.25,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.59,1.26,1.96,2.85,3.55,3.22,1.26,0.81,0.64,0.78,0.64,404.08,549.5,1139.9,47.28,-168,324.6,2,992.75,1655,331.85,321.94,1042,265.95,1.28,2.54,3.12,74.15,87.62,79.9,2.27,8.2,5.29,72.69,136.9,14.73,0.81,0.95,2.96,0.252,3.835,0
K_0.375Rb_0.625SrBr_3,0.375,0.625,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.57,1.26,1.96,2.83,3.53,3.22,1.25,0.8,0.64,0.78,0.64,408.93,549.5,1139.9,47.44,-168,324.6,2,988,1655,331.85,321.69,1042,265.95,1.28,2.54,3.12,68.08,87.62,79.9,2.34,8.2,5.29,72.09,136.9,14.73,0.82,0.95,2.96,0.28,3.801,0
K_0.75Rb_0.125Cs_0.125SrBr_3,0.75,0.125,0.125,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.55,1.26,1.96,2.81,3.51,3.22,1.23,0.79,0.64,0.77,0.64,411.44,549.5,1139.9,47.82,-168,324.6,2,1012.88,1655,331.85,329.37,1042,265.95,1.07,2.54,3.12,56.62,87.62,79.9,2.3,8.2,5.29,74.79,136.9,14.73,0.82,0.95,2.96,0.339,3.771,0
K_0.75Rb_0.25SrBr_3,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.54,1.26,1.96,2.8,3.5,3.22,1.22,0.78,0.64,0.77,0.64,414.85,549.5,1139.9,47.99,-168,324.6,2,1015,1655,331.85,330.76,1042,265.95,1.03,2.54,3.12,50.69,87.62,79.9,2.33,8.2,5.29,74.98,136.9,14.73,0.82,0.95,2.96,0.367,3.744,0
K_0.25Rb_0.75SrBr_3,0.25,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.59,1.26,1.96,2.85,3.55,3.22,1.26,0.81,0.64,0.78,0.64,406.95,549.5,1139.9,47.26,-168,324.6,2,979,1655,331.85,318.67,1042,265.95,1.36,2.54,3.12,73.88,87.62,79.9,2.34,8.2,5.29,71.13,136.9,14.73,0.82,0.95,2.96,0.251,3.821,0
K_0.75Cs_0.25SrCl_3,0.75,0,0.25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.57,1.26,1.81,2.83,3.38,3.07,1.24,0.87,0.7,0.78,0.7,408.03,549.5,1251.1,47.64,-168,348.8,2,1010.75,1655,239.18,327.99,1042,172.17,1.11,2.54,3.21,62.55,87.62,35.45,2.27,8.2,3.21,74.61,136.9,10.2,0.81,0.95,3.16,2.574,4.531,0
K_0.375Rb_0.375Cs_0.25CaI_3,0.375,0.375,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.61,1,2.2,2.61,3.81,3.2,1.61,0.73,0.45,0.84,0.45,402.1,589.8,1008.4,47.09,-156,295.3,2,983.75,1757,457.5,318.92,1112,386.7,1.36,1.55,4.93,79.94,40.08,126.9,2.27,8.53,7.76,71.72,154.67,20.9,0.81,1,2.66,2.017,3.421,0.004
K_0.375Cs_0.625CaI_3,0.375,0,0.625,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.65,1,2.2,2.65,3.85,3.2,1.65,0.75,0.45,0.85,0.45,391.86,589.8,1008.4,46.57,-156,295.3,2,977.38,1757,457.5,314.76,1112,386.7,1.49,1.55,4.93,97.73,40.08,126.9,2.18,8.53,7.76,71.18,154.67,20.9,0.8,1,2.66,1.103,3.518,0.003
Rb_0.125Cs_0.875CaBr_3,0,0.125,0.875,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.72,1,1.96,2.72,3.68,2.96,1.72,0.88,0.51,0.88,0.51,379.11,589.8,1139.9,45.67,-156,324.6,2,946.13,1757,331.85,302.93,1112,265.95,1.83,1.55,3.12,126.98,40.08,79.9,2.12,8.53,5.29,67.92,154.67,14.73,0.79,1,2.96,-0.197,4.307,0
K_0.25Rb_0.375Cs_0.375CaCl_3,0.25,0.375,0.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.63,1,1.81,2.63,3.44,2.81,1.63,0.9,0.55,0.87,0.55,396.71,589.8,1251.1,46.73,-156,348.8,2,972.63,1757,239.18,314.51,1112,172.17,1.49,1.55,3.21,91.67,40.08,35.45,2.24,8.53,3.21,70.58,154.67,10.2,0.81,1,3.16,1.122,4.995,0
K_0.25Rb_0.25Cs_0.5CaCl_3,0.25,0.25,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.65,1,1.81,2.65,3.46,2.81,1.65,0.91,0.55,0.87,0.55,393.3,589.8,1251.1,46.56,-156,348.8,2,970.5,1757,239.18,313.13,1112,172.17,1.53,1.55,3.21,97.6,40.08,35.45,2.21,8.53,3.21,70.4,154.67,10.2,0.81,1,3.16,1.31,5.033,0
K_0.125Rb_0.5Cs_0.375CaCl_3,0.125,0.5,0.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.65,1,1.81,2.65,3.46,2.81,1.65,0.91,0.55,0.87,0.55,394.74,589.8,1251.1,46.55,-156,348.8,2,963.63,1757,239.18,311.49,1112,172.17,1.57,1.55,3.21,97.46,40.08,35.45,2.25,8.53,3.21,69.62,154.67,10.2,0.81,1,3.16,0.787,5.021,0
K_0.375Rb_0.125Cs_0.5CaCl_3,0.375,0.125,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.64,1,1.81,2.64,3.45,2.81,1.64,0.9,0.55,0.87,0.55,395.28,589.8,1251.1,46.74,-156,348.8,2,979.5,1757,239.18,316.15,1112,172.17,1.45,1.55,3.21,91.8,40.08,35.45,2.21,8.53,3.21,71.36,154.67,10.2,0.81,1,3.16,1.646,5.002,0
Rb_0.625Cs_0.375CaCl_3,0,0.625,0.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.66,1,1.81,2.66,3.47,2.81,1.66,0.92,0.55,0.87,0.55,392.76,589.8,1251.1,46.37,-156,348.8,2,954.63,1757,239.18,308.47,1112,172.17,1.66,1.55,3.21,103.26,40.08,35.45,2.25,8.53,3.21,68.65,154.67,10.2,0.81,1,3.16,0.45,5.057,0
K_0.25Rb_0.25Cs_0.125MA_0.375PbI_3,0.25,0.25,0.125,0.375,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.81,1.19,2.2,3,4.01,3.39,1.52,0.82,0.54,0.84,0.54,599.78,715.5,1008.4,32.75,110,295.3,4,716.63,2023,457.5,267.79,600.65,386.7,1.09,11.35,4.93,59.78,207.2,126.9,3.73,4.77,7.76,53.94,177.9,20.9,1.47,2.33,2.66,1.285,1.734,0.174
K_0.625MA_0.375PbCl_3,0.625,0,0,0.375,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.76,1.19,1.81,2.95,3.57,3,1.48,0.97,0.66,0.84,0.66,609.11,715.5,1251.1,33.48,110,348.8,4,745.75,2023,239.18,278.24,600.65,172.17,0.8,11.35,3.21,36.46,207.2,35.45,3.76,4.77,3.21,57.01,177.9,10.2,1.47,2.33,3.16,1.548,2.643,0.046
K_0.125Rb_0.125MA_0.75PbCl_3,0.125,0.125,0,0.75,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.02,1.19,1.81,3.21,3.83,3,1.7,1.11,0.66,0.9,0.66,797.45,715.5,1251.1,18.42,110,348.8,4,449.5,2023,239.18,216.67,600.65,172.17,0.82,11.35,3.21,39.62,207.2,35.45,5.18,4.77,3.21,36.15,177.9,10.2,2.12,2.33,3.16,0.223,2.616,0.049
K_0.5MA_0.5SnI_3,0.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.84,1.15,2.2,2.99,4.04,3.35,1.6,0.84,0.52,0.85,0.52,672.55,708.6,1008.4,28.52,121,295.3,4,650,2876,457.5,258.73,505.12,386.7,0.78,7.31,4.93,35.59,118.71,126.9,4.23,7.2,7.76,50.38,290.37,20.9,1.69,1.96,2.66,1.244,1.017,0.205
K_0.5MA_0.5SnBr_3,0.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.84,1.15,1.96,2.99,3.8,3.11,1.6,0.94,0.59,0.86,0.59,672.55,708.6,1139.9,28.52,121,324.6,4,650,2876,331.85,258.73,505.12,265.95,0.78,7.31,3.12,35.59,118.71,79.9,4.23,7.2,5.29,50.38,290.37,14.73,1.69,1.96,2.96,-0.089,1.542,0.189
Rb_0.375Cs_0.25MA_0.375SnCl_3,0,0.375,0.25,0.375,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.85,1.15,1.81,3,3.66,2.96,1.61,1.02,0.64,0.87,0.64,592.41,708.6,1251.1,32.21,121,348.8,4,696.5,2876,239.18,260.37,505.12,172.17,1.3,7.31,3.21,77.31,118.71,35.45,3.7,7.2,3.21,51.83,290.37,10.2,1.46,1.96,3.16,0.195,1.767,0.144
K_0.25Rb_0.125MA_0.625SnCl_3,0.25,0.125,0,0.625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.94,1.15,1.81,3.09,3.75,2.96,1.68,1.07,0.64,0.89,0.64,734.01,708.6,1251.1,23.38,121,348.8,4,545.25,2876,239.18,236.19,505.12,172.17,0.84,7.31,3.21,40.5,118.71,35.45,4.71,7.2,3.21,42.78,290.37,10.2,1.9,1.96,3.16,0.449,1.795,0.142
Rb_0.375Cs_0.125MA_0.5PbI_3,0,0.375,0.125,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.91,1.19,2.2,3.1,4.11,3.39,1.6,0.87,0.54,0.86,0.54,661.24,715.5,1008.4,27.61,110,295.3,4,611.88,2023,457.5,245.25,600.65,386.7,1.16,11.35,4.93,64.7,207.2,126.9,4.2,4.77,7.76,46.34,177.9,20.9,1.68,2.33,2.66,0.967,1.935,0.179
K_0.25Rb_0.25Cs_0.125MA_0.375GeBr_3,0.25,0.25,0.125,0.375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.81,0.87,1.96,2.68,3.77,2.83,2.08,0.92,0.44,0.94,0.44,599.78,762.1,1139.9,32.75,120,324.6,4,716.63,3107,331.85,267.79,1211.5,265.95,1.09,5.32,3.12,59.78,72.61,79.9,3.73,31.8,5.29,53.94,334.3,14.73,1.47,2.01,2.96,-0.17,1.622,0.199
Rb_0.375Cs_0.25MA_0.375GeBr_3,0,0.375,0.25,0.375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.85,0.87,1.96,2.72,3.81,2.83,2.13,0.95,0.44,0.95,0.44,592.41,762.1,1139.9,32.21,120,324.6,4,696.5,3107,331.85,260.37,1211.5,265.95,1.3,5.32,3.12,77.31,72.61,79.9,3.7,31.8,5.29,51.83,334.3,14.73,1.46,2.01,2.96,-0.227,1.526,0.201
Rb_0.5Cs_0.125MA_0.375GeBr_3,0,0.5,0.125,0.375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.84,0.87,1.96,2.71,3.8,2.83,2.11,0.94,0.44,0.95,0.44,595.83,762.1,1139.9,32.39,120,324.6,4,698.63,3107,331.85,261.75,1211.5,265.95,1.26,5.32,3.12,71.38,72.61,79.9,3.73,31.8,5.29,52.01,334.3,14.73,1.47,2.01,2.96,-0.205,1.59,0.202
K_0.25Rb_0.25Cs_0.125MA_0.375GeCl_3,0.25,0.25,0.125,0.375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.81,0.87,1.81,2.68,3.62,2.68,2.08,1,0.48,0.96,0.48,599.78,762.1,1251.1,32.75,120,348.8,4,716.63,3107,239.18,267.79,1211.5,172.17,1.09,5.32,3.21,59.78,72.61,35.45,3.73,31.8,3.21,53.94,334.3,10.2,1.47,2.01,3.16,0.486,2.013,0.129
K_0.375Rb_0.125Cs_0.125MA_0.375GeCl_3,0.375,0.125,0.125,0.375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.8,0.87,1.81,2.67,3.61,2.68,2.07,0.99,0.48,0.95,0.48,601.75,762.1,1251.1,32.94,120,348.8,4,725.63,3107,239.18,270.82,1211.5,172.17,1.01,5.32,3.21,53.99,72.61,35.45,3.73,31.8,3.21,54.9,334.3,10.2,1.47,2.01,3.16,0.805,2.001,0.129
K_0.125Rb_0.125MA_0.75PbI_3,0.125,0.125,0,0.75,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.02,1.19,2.2,3.21,4.22,3.39,1.7,0.92,0.54,0.88,0.54,797.45,715.5,1008.4,18.42,110,295.3,4,449.5,2023,457.5,216.67,600.65,386.7,0.82,11.35,4.93,39.62,207.2,126.9,5.18,4.77,7.76,36.15,177.9,20.9,2.12,2.33,2.66,0.686,1.897,0.176
K_0.25Rb_0.25Cs_0.125MA_0.375PbBr_3,0.25,0.25,0.125,0.375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.81,1.19,1.96,3,3.77,3.15,1.52,0.92,0.61,0.85,0.61,599.78,715.5,1139.9,32.75,110,324.6,4,716.63,2023,331.85,267.79,600.65,265.95,1.09,11.35,3.12,59.78,207.2,79.9,3.73,4.77,5.29,53.94,177.9,14.73,1.47,2.33,2.96,-0.068,2.113,0.103
K_0.375MA_0.625BaBr_3,0.375,0,0,0.625,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.92,1.42,1.96,3.34,3.88,3.38,1.35,0.98,0.72,0.81,0.72,735.99,502.9,1139.9,23.56,-52,324.6,2,554.25,2078,331.85,239.21,1002,265.95,0.76,3.59,3.12,34.71,137.33,79.9,4.71,8.01,5.29,43.74,140.2,14.73,1.9,1,2.96,0.219,4.1,0
Rb_0.375MA_0.625BaCl_3,0,0.375,0,0.625,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.96,1.42,1.81,3.38,3.77,3.23,1.38,1.08,0.78,0.83,0.78,730.06,502.9,1251.1,23.01,-52,348.8,2,527.25,2078,239.18,230.14,1002,172.17,1.01,3.59,3.21,52.1,137.33,35.45,4.71,8.01,3.21,40.86,140.2,10.2,1.9,1,3.16,0.253,4.839,0
Rb_0.375Cs_0.25MA_0.375PbBr_3,0,0.375,0.25,0.375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.85,1.19,1.96,3.04,3.81,3.15,1.56,0.95,0.61,0.86,0.61,592.41,715.5,1139.9,32.21,110,324.6,4,696.5,2023,331.85,260.37,600.65,265.95,1.3,11.35,3.12,77.31,207.2,79.9,3.7,4.77,5.29,51.83,177.9,14.73,1.46,2.33,2.96,-0.079,2.025,0.122
K_0.25Rb_0.125Cs_0.125MA_0.5SrI_3,0.25,0.125,0.125,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.88,1.26,2.2,3.14,4.08,3.46,1.49,0.86,0.57,0.83,0.57,665.19,549.5,1008.4,27.98,-168,295.3,2,629.88,1655,457.5,251.3,1042,386.7,0.99,2.54,4.93,53.11,87.62,126.9,4.2,8.2,7.76,48.27,136.9,20.9,1.68,0.95,2.66,0.99,3.613,0.001
K_0.375Rb_0.125MA_0.5SrI_3,0.375,0.125,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.85,1.26,2.2,3.11,4.05,3.46,1.47,0.84,0.57,0.83,0.57,670.58,549.5,1008.4,28.34,-168,295.3,2,641,1655,457.5,255.7,1042,386.7,0.86,2.54,4.93,41.38,87.62,126.9,4.23,8.2,7.76,49.41,136.9,20.9,1.69,0.95,2.66,1.33,3.605,0.001
K_0.25Rb_0.25Cs_0.125MA_0.375SrBr_3,0.25,0.25,0.125,0.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.81,1.26,1.96,3.07,3.77,3.22,1.44,0.92,0.64,0.83,0.64,599.78,549.5,1139.9,32.75,-168,324.6,2,716.63,1655,331.85,267.79,1042,265.95,1.09,2.54,3.12,59.78,87.62,79.9,3.73,8.2,5.29,53.94,136.9,14.73,1.47,0.95,2.96,0.081,4.11,0
K_0.375Rb_0.25MA_0.375SrBr_3,0.375,0.25,0,0.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.78,1.26,1.96,3.04,3.74,3.22,1.41,0.91,0.64,0.82,0.64,605.16,549.5,1139.9,33.11,-168,324.6,2,727.75,1655,331.85,272.2,1042,265.95,0.97,2.54,3.12,48.06,87.62,79.9,3.76,8.2,5.29,55.08,136.9,14.73,1.47,0.95,2.96,0.122,4.072,0
K_0.5Cs_0.125MA_0.375SrBr_3,0.5,0,0.125,0.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.79,1.26,1.96,3.05,3.75,3.22,1.42,0.91,0.64,0.82,0.64,603.73,549.5,1139.9,33.12,-168,324.6,2,734.63,1655,331.85,273.84,1042,265.95,0.93,2.54,3.12,48.19,87.62,79.9,3.73,8.2,5.29,55.86,136.9,14.73,1.47,0.95,2.96,0.108,4.115,0
Rb_0.125Cs_0.125MA_0.75SrBr_3,0,0.125,0.125,0.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.05,1.26,1.96,3.31,4.01,3.22,1.62,1.04,0.64,0.88,0.64,792.06,549.5,1139.9,18.06,-168,324.6,2,438.38,1655,331.85,212.26,1042,265.95,0.95,2.54,3.12,51.35,87.62,79.9,5.15,8.2,5.29,35.01,136.9,14.73,2.11,0.95,2.96,-0.015,4.236,0
K_0.375Cs_0.25MA_0.375SrCl_3,0.375,0,0.25,0.375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.82,1.26,1.81,3.08,3.63,3.07,1.44,1,0.7,0.83,0.7,598.34,549.5,1251.1,32.76,-168,348.8,2,723.5,1655,239.18,269.43,1042,172.17,1.05,2.54,3.21,59.92,87.62,35.45,3.7,8.2,3.21,54.72,136.9,10.2,1.46,0.95,3.16,1.428,4.876,0
K_0.625MA_0.375SrCl_3,0.625,0,0,0.375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.76,1.26,1.81,3.02,3.57,3.07,1.39,0.97,0.7,0.82,0.7,609.11,549.5,1251.1,33.48,-168,348.8,2,745.75,1655,239.18,278.24,1042,172.17,0.8,2.54,3.21,36.46,87.62,35.45,3.76,8.2,3.21,57.01,136.9,10.2,1.47,0.95,3.16,1.71,4.793,0
K_0.375Cs_0.125MA_0.5SrCl_3,0.375,0.125,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.85,1.26,1.81,3.11,3.66,3.07,1.47,1.02,0.7,0.84,0.7,670.58,549.5,1251.1,28.34,-168,348.8,2,641,1655,239.18,255.7,1042,172.17,0.86,2.54,3.21,41.38,87.62,35.45,4.23,8.2,3.21,49.41,136.9,10.2,1.69,0.95,3.16,1.229,4.888,0
K_0.25Rb_0.25Cs_0.125MA_0.375CaI_3,0.25,0.25,0.125,0.375,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.81,1,2.2,2.81,4.01,3.2,1.81,0.82,0.45,0.89,0.45,599.78,589.8,1008.4,32.75,-156,295.3,2,716.63,1757,457.5,267.79,1112,386.7,1.09,1.55,4.93,59.78,40.08,126.9,3.73,8.53,7.76,53.94,154.67,20.9,1.47,1,2.66,1.346,3.639,0.002
