Formula,K_frac,Rb_frac,Cs_frac,MA_frac,FA_frac,Li_frac,Ca_frac,Sr_frac,Ba_frac,Ge_frac,Sn_frac,Pb_frac,Be_frac,Ni_frac,Cl_frac,Br_frac,I_frac,F_frac,A_Ionic_radius,B_Ionic_radius,X_Ionic_radius,A+B_Ionic_radius,A+X_Ionic_radius,B+X_Ionic_radius,A/B_Ionic_radius,A/X_Ionic_radius,B/X_Ionic_radius,Tolerance factor,Octahedral factor,A_Ionization energy(kJ/mol),B_Ionization energy(kJ/mol),X_Ionization energy(kJ/mol),A_Electron_affinity(kJ/mol),B_Electron_affinity(kJ/mol),X_Electron_affinity(kJ/mol),B_Valence_electrons,A_Boiling_point(K),B_Boiling_point(K),X_Boiling_point(K),A_Melting_point(K),B_Melting_point(K),X_Melting_point(K),A_Density(g/cc),B_Density(g/cc),X_Density(g/cc),A_Atomic_weight(u),B_Atomic_weight(u),X_Atomic_weight(u),A_Heat_of_fusion(kJ/mol),B_Heat_of_fusion(kJ/mol),X_Heat_of_fusion(kJ/mol),A_Heat_of_vap(kJ/mol),B_Heat_of_vap(kJ/mol),X_Heat_of_vap(kJ/mol),A_Electronegativity,B_Electronegativity,X_Electronegativity,Decomposition Energy (eV p.f.u.),Band Gap (eV),SLME @ 5um
RbBaCl_3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.61,1.42,1.81,3.03,3.42,3.23,1.13,0.89,0.78,0.75,0.78,403,502.9,1251.1,46.89,-52,348.8,2,961,2078,239.18,312.63,1002,172.17,1.53,3.59,3.21,85.47,137.33,35.45,2.34,8.01,3.21,69.2,140.2,10.2,0.82,1,3.16,0.631,4.335,0
RbSrI_3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.61,1.26,2.2,2.87,3.81,3.46,1.28,0.73,0.57,0.78,0.57,403,549.5,1008.4,46.89,-168,295.3,2,961,1655,457.5,312.63,1042,386.7,1.53,2.54,4.93,85.47,87.62,126.9,2.34,8.2,7.76,69.2,136.9,20.9,0.82,0.95,2.66,2.503,3.332,0.004
RbSrBr_3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.61,1.26,1.96,2.87,3.57,3.22,1.28,0.82,0.64,0.78,0.64,403,549.5,1139.9,46.89,-168,324.6,2,961,1655,331.85,312.63,1042,265.95,1.53,2.54,3.12,85.47,87.62,79.9,2.34,8.2,5.29,69.2,136.9,14.73,0.82,0.95,2.96,0.192,3.878,0
RbSrCl_3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.61,1.26,1.81,2.87,3.42,3.07,1.28,0.89,0.7,0.79,0.7,403,549.5,1251.1,46.89,-168,348.8,2,961,1655,239.18,312.63,1042,172.17,1.53,2.54,3.21,85.47,87.62,35.45,2.34,8.2,3.21,69.2,136.9,10.2,0.82,0.95,3.16,0.171,4.605,0
RbCaI_3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.61,1,2.2,2.61,3.81,3.2,1.61,0.73,0.45,0.84,0.45,403,589.8,1008.4,46.89,-156,295.3,2,961,1757,457.5,312.63,1112,386.7,1.53,1.55,4.93,85.47,40.08,126.9,2.34,8.53,7.76,69.2,154.67,20.9,0.82,1,2.66,2.468,3.44,0.003
RbCaBr_3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.61,1,1.96,2.61,3.57,2.96,1.61,0.82,0.51,0.85,0.51,403,589.8,1139.9,46.89,-156,324.6,2,961,1757,331.85,312.63,1112,265.95,1.53,1.55,3.12,85.47,40.08,79.9,2.34,8.53,5.29,69.2,154.67,14.73,0.82,1,2.96,-0.037,4.082,0
RbCaCl_3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.61,1,1.81,2.61,3.42,2.81,1.61,0.89,0.55,0.86,0.55,403,589.8,1251.1,46.89,-156,348.8,2,961,1757,239.18,312.63,1112,172.17,1.53,1.55,3.21,85.47,40.08,35.45,2.34,8.53,3.21,69.2,154.67,10.2,0.82,1,3.16,-0.114,4.948,0
RbGeI_3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.61,0.87,2.2,2.48,3.81,3.07,1.85,0.73,0.4,0.88,0.4,403,762.1,1008.4,46.89,120,295.3,4,961,3107,457.5,312.63,1211.5,386.7,1.53,5.32,4.93,85.47,72.61,126.9,2.34,31.8,7.76,69.2,334.3,20.9,0.82,2.01,2.66,2.397,0.58,0.137
RbGeBr_3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.61,0.87,1.96,2.48,3.57,2.83,1.85,0.82,0.44,0.89,0.44,403,762.1,1139.9,46.89,120,324.6,4,961,3107,331.85,312.63,1211.5,265.95,1.53,5.32,3.12,85.47,72.61,79.9,2.34,31.8,5.29,69.2,334.3,14.73,0.82,2.01,2.96,-0.13,0.676,0.142
RbGeCl_3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.61,0.87,1.81,2.48,3.42,2.68,1.85,0.89,0.48,0.9,0.48,403,762.1,1251.1,46.89,120,348.8,4,961,3107,239.18,312.63,1211.5,172.17,1.53,5.32,3.21,85.47,72.61,35.45,2.34,31.8,3.21,69.2,334.3,10.2,0.82,2.01,3.16,-0.306,0.972,0.174
RbSnI_3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.61,1.15,2.2,2.76,3.81,3.35,1.4,0.73,0.52,0.8,0.52,403,708.6,1008.4,46.89,121,295.3,4,961,2876,457.5,312.63,505.12,386.7,1.53,7.31,4.93,85.47,118.71,126.9,2.34,7.2,7.76,69.2,290.37,20.9,0.82,1.96,2.66,2.289,0.407,0.068
RbSnBr_3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.61,1.15,1.96,2.76,3.57,3.11,1.4,0.82,0.59,0.81,0.59,403,708.6,1139.9,46.89,121,324.6,4,961,2876,331.85,312.63,505.12,265.95,1.53,7.31,3.12,85.47,118.71,79.9,2.34,7.2,5.29,69.2,290.37,14.73,0.82,1.96,2.96,-0.062,0.567,0.106
RbSnCl_3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.61,1.15,1.81,2.76,3.42,2.96,1.4,0.89,0.64,0.82,0.64,403,708.6,1251.1,46.89,121,348.8,4,961,2876,239.18,312.63,505.12,172.17,1.53,7.31,3.21,85.47,118.71,35.45,2.34,7.2,3.21,69.2,290.37,10.2,0.82,1.96,3.16,-0.102,0.919,0.162
RbPbI_3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.61,1.19,2.2,2.8,3.81,3.39,1.35,0.73,0.54,0.79,0.54,403,715.5,1008.4,46.89,110,295.3,4,961,2023,457.5,312.63,600.65,386.7,1.53,11.35,4.93,85.47,207.2,126.9,2.34,4.77,7.76,69.2,177.9,20.9,0.82,2.33,2.66,2.519,1.459,0.221
RbPbBr_3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.61,1.19,1.96,2.8,3.57,3.15,1.35,0.82,0.61,0.8,0.61,403,715.5,1139.9,46.89,110,324.6,4,961,2023,331.85,312.63,600.65,265.95,1.53,11.35,3.12,85.47,207.2,79.9,2.34,4.77,5.29,69.2,177.9,14.73,0.82,2.33,2.96,0.055,1.752,0.158
RbPbCl_3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.61,1.19,1.81,2.8,3.42,3,1.35,0.89,0.66,0.81,0.66,403,715.5,1251.1,46.89,110,348.8,4,961,2023,239.18,312.63,600.65,172.17,1.53,11.35,3.21,85.47,207.2,35.45,2.34,4.77,3.21,69.2,177.9,10.2,0.82,2.33,3.16,-0.003,2.182,0.093
KBaI_3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.51,1.42,2.2,2.93,3.71,3.62,1.06,0.69,0.65,0.72,0.65,418.8,502.9,1008.4,48.36,-52,295.3,2,1033,2078,457.5,336.8,1002,386.7,0.86,3.59,4.93,39.1,137.33,126.9,2.33,8.01,7.76,76.9,140.2,20.9,0.82,1,2.66,3.202,3.084,0.009
KBaBr_3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.51,1.42,1.96,2.93,3.47,3.38,1.06,0.77,0.72,0.73,0.72,418.8,502.9,1139.9,48.36,-52,324.6,2,1033,2078,331.85,336.8,1002,265.95,0.86,3.59,3.12,39.1,137.33,79.9,2.33,8.01,5.29,76.9,140.2,14.73,0.82,1,2.96,0.788,3.574,0.002
KBaCl_3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.51,1.42,1.81,2.93,3.32,3.23,1.06,0.83,0.78,0.73,0.78,418.8,502.9,1251.1,48.36,-52,348.8,2,1033,2078,239.18,336.8,1002,172.17,0.86,3.59,3.21,39.1,137.33,35.45,2.33,8.01,3.21,76.9,140.2,10.2,0.82,1,3.16,3.38,4.166,0
KSrI_3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.51,1.26,2.2,2.77,3.71,3.46,1.2,0.69,0.57,0.76,0.57,418.8,549.5,1008.4,48.36,-168,295.3,2,1033,1655,457.5,336.8,1042,386.7,0.86,2.54,4.93,39.1,87.62,126.9,2.33,8.2,7.76,76.9,136.9,20.9,0.82,0.95,2.66,2.939,3.17,0.006
KSrBr_3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.51,1.26,1.96,2.77,3.47,3.22,1.2,0.77,0.64,0.76,0.64,418.8,549.5,1139.9,48.36,-168,324.6,2,1033,1655,331.85,336.8,1042,265.95,0.86,2.54,3.12,39.1,87.62,79.9,2.33,8.2,5.29,76.9,136.9,14.73,0.82,0.95,2.96,0.426,3.71,0.001
KSrCl_3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.51,1.26,1.81,2.77,3.32,3.07,1.2,0.83,0.7,0.76,0.7,418.8,549.5,1251.1,48.36,-168,348.8,2,1033,1655,239.18,336.8,1042,172.17,0.86,2.54,3.21,39.1,87.62,35.45,2.33,8.2,3.21,76.9,136.9,10.2,0.82,0.95,3.16,2.895,4.418,0
KCaI_3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.51,1,2.2,2.51,3.71,3.2,1.51,0.69,0.45,0.82,0.45,418.8,589.8,1008.4,48.36,-156,295.3,2,1033,1757,457.5,336.8,1112,386.7,0.86,1.55,4.93,39.1,40.08,126.9,2.33,8.53,7.76,76.9,154.67,20.9,0.82,1,2.66,2.885,3.258,0.005
KCaBr_3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.51,1,1.96,2.51,3.47,2.96,1.51,0.77,0.51,0.83,0.51,418.8,589.8,1139.9,48.36,-156,324.6,2,1033,1757,331.85,336.8,1112,265.95,0.86,1.55,3.12,39.1,40.08,79.9,2.33,8.53,5.29,76.9,154.67,14.73,0.82,1,2.96,0.169,3.908,0
KCaCl_3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.51,1,1.81,2.51,3.32,2.81,1.51,0.83,0.55,0.84,0.55,418.8,589.8,1251.1,48.36,-156,348.8,2,1033,1757,239.18,336.8,1112,172.17,0.86,1.55,3.21,39.1,40.08,35.45,2.33,8.53,3.21,76.9,154.67,10.2,0.82,1,3.16,2.572,4.745,0
KGeI_3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.51,0.87,2.2,2.38,3.71,3.07,1.74,0.69,0.4,0.85,0.4,418.8,762.1,1008.4,48.36,120,295.3,4,1033,3107,457.5,336.8,1211.5,386.7,0.86,5.32,4.93,39.1,72.61,126.9,2.33,31.8,7.76,76.9,334.3,20.9,0.82,2.01,2.66,2.788,0.537,0.123
KGeBr_3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.51,0.87,1.96,2.38,3.47,2.83,1.74,0.77,0.44,0.87,0.44,418.8,762.1,1139.9,48.36,120,324.6,4,1033,3107,331.85,336.8,1211.5,265.95,0.86,5.32,3.12,39.1,72.61,79.9,2.33,31.8,5.29,76.9,334.3,14.73,0.82,2.01,2.96,0.052,0.618,0.129
KGeCl_3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.51,0.87,1.81,2.38,3.32,2.68,1.74,0.83,0.48,0.88,0.48,418.8,762.1,1251.1,48.36,120,348.8,4,1033,3107,239.18,336.8,1211.5,172.17,0.86,5.32,3.21,39.1,72.61,35.45,2.33,31.8,3.21,76.9,334.3,10.2,0.82,2.01,3.16,2.357,0.903,0.169
KSnI_3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.51,1.15,2.2,2.66,3.71,3.35,1.31,0.69,0.52,0.78,0.52,418.8,708.6,1008.4,48.36,121,295.3,4,1033,2876,457.5,336.8,505.12,386.7,0.86,7.31,4.93,39.1,118.71,126.9,2.33,7.2,7.76,76.9,290.37,20.9,0.82,1.96,2.66,2.711,0.37,0.056
KSnBr_3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.51,1.15,1.96,2.66,3.47,3.11,1.31,0.77,0.59,0.79,0.59,418.8,708.6,1139.9,48.36,121,324.6,4,1033,2876,331.85,336.8,505.12,265.95,0.86,7.31,3.12,39.1,118.71,79.9,2.33,7.2,5.29,76.9,290.37,14.73,0.82,1.96,2.96,0.16,0.528,0.098
KSnCl_3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.51,1.15,1.81,2.66,3.32,2.96,1.31,0.83,0.64,0.79,0.64,418.8,708.6,1251.1,48.36,121,348.8,4,1033,2876,239.18,336.8,505.12,172.17,0.86,7.31,3.21,39.1,118.71,35.45,2.33,7.2,3.21,76.9,290.37,10.2,0.82,1.96,3.16,2.612,0.878,0.149
KPbI_3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.51,1.19,2.2,2.7,3.71,3.39,1.27,0.69,0.54,0.77,0.54,418.8,715.5,1008.4,48.36,110,295.3,4,1033,2023,457.5,336.8,600.65,386.7,0.86,11.35,4.93,39.1,207.2,126.9,2.33,4.77,7.76,76.9,177.9,20.9,0.82,2.33,2.66,2.95,1.448,0.218
KPbBr_3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.51,1.19,1.96,2.7,3.47,3.15,1.27,0.77,0.61,0.78,0.61,418.8,715.5,1139.9,48.36,110,324.6,4,1033,2023,331.85,336.8,600.65,265.95,0.86,11.35,3.12,39.1,207.2,79.9,2.33,4.77,5.29,76.9,177.9,14.73,0.82,2.33,2.96,0.287,1.742,0.156
KPbCl_3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.51,1.19,1.81,2.7,3.32,3,1.27,0.83,0.66,0.78,0.66,418.8,715.5,1251.1,48.36,110,348.8,4,1033,2023,239.18,336.8,600.65,172.17,0.86,11.35,3.21,39.1,207.2,35.45,2.33,4.77,3.21,76.9,177.9,10.2,0.82,2.33,3.16,2.722,2.175,0.095
K_0.125FA_0.875SnBr_3,0.125,0,0,0,0.875,0,0,0,0,0,1,0,0,0,0,1,0,0,2.4,1.15,1.96,3.55,4.36,3.11,2.09,1.23,0.59,0.99,0.59,795.31,708.6,1139.9,13.57,121,324.6,4,408.25,2876,331.85,351.85,505.12,265.95,1.07,7.31,3.12,44.32,118.71,79.9,5.98,7.2,5.29,34.99,290.37,14.73,2.35,1.96,2.96,-0.828,1.596,0.187
K_0.125FA_0.875SnCl_3,0.125,0,0,0,0.875,0,0,0,0,0,1,0,0,0,1,0,0,0,2.4,1.15,1.81,3.55,4.21,2.96,2.09,1.33,0.64,1.01,0.64,795.31,708.6,1251.1,13.57,121,348.8,4,408.25,2876,239.18,351.85,505.12,172.17,1.07,7.31,3.21,44.32,118.71,35.45,5.98,7.2,3.21,34.99,290.37,10.2,2.35,1.96,3.16,-0.619,3.138,0.013
K_0.375Rb_0.25FA_0.375GeI_3,0.375,0.25,0,0,0.375,0,0,0,0,1,0,0,0,0,0,0,1,0,1.92,0.87,2.2,2.79,4.12,3.07,2.2,0.87,0.4,0.95,0.4,576.21,762.1,1008.4,33.08,120,295.3,4,747.25,3107,457.5,337.21,1211.5,386.7,1.12,5.32,4.93,52.93,72.61,126.9,3.9,31.8,7.76,57.01,334.3,20.9,1.48,2.01,2.66,1.383,1.425,0.186
Rb_0.375Cs_0.125FA_0.5BaI_3,0,0.375,0.125,0,0.5,0,0,0,1,0,0,0,0,0,0,0,1,0,2.09,1.42,2.2,3.51,4.29,3.62,1.47,0.95,0.65,0.84,0.65,622.64,502.9,1008.4,27.57,-52,295.3,2,637.88,2078,457.5,331.93,1002,386.7,1.36,3.59,4.93,71.2,137.33,126.9,4.39,8.01,7.76,48.92,140.2,20.9,1.69,1,2.66,0.742,3.388,0.004
K_0.25Cs_0.125FA_0.625BaI_3,0.25,0,0.125,0,0.625,0,0,0,1,0,0,0,0,0,0,0,1,0,2.18,1.42,2.2,3.6,4.38,3.62,1.53,0.99,0.65,0.85,0.65,682.35,502.9,1008.4,23.15,-52,295.3,2,575.63,2078,457.5,343.14,1002,386.7,1.14,3.59,4.93,54.55,137.33,126.9,4.91,8.01,7.76,45.82,140.2,20.9,1.91,1,2.66,0.459,3.343,0.004
K_0.375Rb_0.125FA_0.5SrI_3,0.375,0.125,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,2.03,1.26,2.2,3.29,4.23,3.46,1.61,0.92,0.57,0.86,0.57,631.98,549.5,1008.4,28.3,-168,295.3,2,667,1655,457.5,342.38,1042,386.7,1.06,2.54,4.93,47.88,87.62,126.9,4.42,8.2,7.76,51.99,136.9,20.9,1.7,0.95,2.66,1.062,3.452,0.003
Rb_0.375Cs_0.125FA_0.5SrI_3,0,0.375,0.125,0,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,2.09,1.26,2.2,3.35,4.29,3.46,1.66,0.95,0.57,0.88,0.57,622.64,549.5,1008.4,27.57,-168,295.3,2,637.88,1655,457.5,331.93,1042,386.7,1.36,2.54,4.93,71.2,87.62,126.9,4.39,8.2,7.76,48.92,136.9,20.9,1.69,0.95,2.66,0.655,3.393,0.004
K_0.25Cs_0.125FA_0.625SrI_3,0.25,0,0.125,0,0.625,0,0,1,0,0,0,0,0,0,0,0,1,0,2.18,1.26,2.2,3.44,4.38,3.46,1.73,0.99,0.57,0.89,0.57,682.35,549.5,1008.4,23.15,-168,295.3,2,575.63,1655,457.5,343.14,1042,386.7,1.14,2.54,4.93,54.55,87.62,126.9,4.91,8.2,7.76,45.82,136.9,20.9,1.91,0.95,2.66,0.383,3.372,0.004
K_0.5Rb_0.125FA_0.375SrBr_3,0.5,0.125,0,0,0.375,0,0,1,0,0,0,0,0,0,0,1,0,0,1.91,1.26,1.96,3.17,3.87,3.22,1.51,0.97,0.64,0.85,0.64,578.19,549.5,1139.9,33.27,-168,324.6,2,756.25,1655,331.85,340.23,1042,265.95,1.03,2.54,3.12,47.13,87.62,79.9,3.9,8.2,5.29,57.98,136.9,14.73,1.48,0.95,2.96,-0.133,4.124,0
K_0.375Rb_0.125Cs_0.125FA_0.375CaI_3,0.375,0.125,0.125,0,0.375,0,1,0,0,0,0,0,0,0,0,0,1,0,1.93,1,2.2,2.93,4.13,3.2,1.93,0.88,0.45,0.91,0.45,572.8,589.8,1008.4,32.91,-156,295.3,2,745.13,1757,457.5,335.82,1112,386.7,1.16,1.55,4.93,58.86,40.08,126.9,3.87,8.53,7.76,56.83,154.67,20.9,1.47,1,2.66,1.194,3.438,0.004
K_0.625FA_0.375CaI_3,0.625,0,0,0,0.375,0,1,0,0,0,0,0,0,0,0,0,1,0,1.89,1,2.2,2.89,4.09,3.2,1.89,0.86,0.45,0.9,0.45,580.16,589.8,1008.4,33.45,-156,295.3,2,765.25,1757,457.5,343.25,1112,386.7,0.95,1.55,4.93,41.34,40.08,126.9,3.89,8.53,7.76,58.94,154.67,20.9,1.48,1,2.66,1.624,3.422,0.004
Rb_0.375FA_0.625CaI_3,0,0.375,0,0,0.625,0,1,0,0,0,0,0,0,0,0,0,1,0,2.19,1,2.2,3.19,4.39,3.2,2.19,0.99,0.45,0.97,0.45,681.81,589.8,1008.4,22.96,-156,295.3,2,559.75,1757,457.5,338.49,1112,386.7,1.26,1.55,4.93,60.21,40.08,126.9,4.94,8.53,7.76,44.08,154.67,20.9,1.91,1,2.66,0.708,3.372,0.005
MA_0.875FA_0.125CaBr_3,0,0,0,0.875,0.125,0,1,0,0,0,0,0,0,0,0,1,0,0,2.22,1,1.96,3.22,4.18,2.96,2.22,1.13,0.51,1,0.51,916.65,589.8,1139.9,8.67,-156,324.6,2,273.5,1757,331.85,202.32,1112,265.95,0.75,1.55,3.12,33.69,40.08,79.9,6.18,8.53,5.29,24.49,154.67,14.73,2.55,1,2.96,-0.144,4.302,0
MA_0.625FA_0.375CaBr_3,0,0,0,0.625,0.375,0,1,0,0,0,0,0,0,0,0,1,0,0,2.31,1,1.96,3.31,4.27,2.96,2.31,1.18,0.51,1.02,0.51,897.35,589.8,1139.9,8.65,-156,324.6,2,286.5,1757,331.85,245.66,1112,265.95,0.85,1.55,3.12,36.94,40.08,79.9,6.27,8.53,5.29,25.78,154.67,14.73,2.56,1,2.96,-0.227,4.072,0
MA_0.5FA_0.5CaCl_3,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,2.35,1,1.81,3.35,4.16,2.81,2.35,1.3,0.55,1.05,0.55,887.7,589.8,1251.1,8.64,-156,348.8,2,293,1757,239.18,267.33,1112,172.17,0.9,1.55,3.21,38.57,40.08,35.45,6.32,8.53,3.21,26.43,154.67,10.2,2.56,1,3.16,-0.314,4.306,0
MA_0.875FA_0.125PbCl_3,0,0,0,0.875,0.125,0,0,0,0,0,0,1,0,0,1,0,0,0,2.22,1.19,1.81,3.41,4.03,3,1.86,1.22,0.66,0.95,0.66,916.65,715.5,1251.1,8.67,110,348.8,4,273.5,2023,239.18,202.32,600.65,172.17,0.75,11.35,3.21,33.69,207.2,35.45,6.18,4.77,3.21,24.49,177.9,10.2,2.55,2.33,3.16,-0.218,2.5,0.057
K_0.125Rb_0.25Cs_0.625PbCl_3,0.125,0.25,0.625,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.68,1.19,1.81,2.87,3.49,3,1.41,0.93,0.66,0.82,0.66,387.91,715.5,1251.1,46.2,110,348.8,4,959.38,2023,239.18,308.72,600.65,172.17,1.66,11.35,3.21,109.32,207.2,35.45,2.18,4.77,3.21,69.25,177.9,10.2,0.8,2.33,3.16,1.296,2.2,0.083
K_0.75Rb_0.125Cs_0.125PbCl_3,0.75,0.125,0.125,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.55,1.19,1.81,2.74,3.36,3,1.3,0.86,0.66,0.79,0.66,411.44,715.5,1251.1,47.82,110,348.8,4,1012.88,2023,239.18,329.37,600.65,172.17,1.07,11.35,3.21,56.62,207.2,35.45,2.3,4.77,3.21,74.79,177.9,10.2,0.82,2.33,3.16,2.278,2.182,0.086
Rb_0.875Cs_0.125PbCl_3,0.875,0.125,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.52,1.19,1.81,2.71,3.33,3,1.28,0.84,0.66,0.79,0.66,416.83,715.5,1251.1,48.18,110,348.8,4,1024,2023,239.18,333.78,600.65,172.17,0.94,11.35,3.21,44.9,207.2,35.45,2.33,4.77,3.21,75.94,177.9,10.2,0.82,2.33,3.16,0.234,2.193,0.084
K_0.25Rb_0.375Cs_0.375SnI_3,0.25,0.375,0.375,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.63,1.15,2.2,2.78,3.83,3.35,1.42,0.74,0.52,0.81,0.52,396.71,708.6,1008.4,46.73,121,295.3,4,972.63,2876,457.5,314.51,505.12,386.7,1.49,7.31,4.93,91.67,118.71,126.9,2.24,7.2,7.76,70.58,290.37,20.9,0.81,1.96,2.66,1.476,0.423,0.078
K_0.125Rb_0.375Cs_0.5SnI_3,0.125,0.375,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.66,1.15,2.2,2.81,3.86,3.35,1.45,0.76,0.52,0.82,0.52,391.33,708.6,1008.4,46.37,121,295.3,4,961.5,2876,457.5,310.11,505.12,386.7,1.62,7.31,4.93,103.39,118.71,126.9,2.21,7.2,7.76,69.43,290.37,20.9,0.81,1.96,2.66,1.118,0.433,0.075
K_0.125Rb_0.25Cs_0.625SnI_3,0.125,0.25,0.625,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.68,1.15,2.2,2.83,3.88,3.35,1.46,0.76,0.52,0.82,0.52,387.91,708.6,1008.4,46.2,121,295.3,4,959.38,2876,457.5,308.72,505.12,386.7,1.66,7.31,4.93,109.32,118.71,126.9,2.18,7.2,7.76,69.25,290.37,20.9,0.8,1.96,2.66,0.757,0.667,0.143
Rb_0.75Cs_0.25SnI_3,0,0.75,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.64,1.15,2.2,2.79,3.84,3.35,1.43,0.75,0.52,0.81,0.52,396.18,708.6,1008.4,46.54,121,295.3,4,956.75,2876,457.5,309.86,505.12,386.7,1.62,7.31,4.93,97.33,118.71,126.9,2.28,7.2,7.76,68.84,290.37,20.9,0.81,1.96,2.66,1.676,0.445,0.079
K_0.375Rb_0.25Cs_0.375SnBr_3,0.375,0.25,0.375,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.62,1.15,1.96,2.77,3.58,3.11,1.41,0.83,0.59,0.81,0.59,398.69,708.6,1139.9,46.92,121,324.6,4,981.63,2876,331.85,317.54,505.12,265.95,1.41,7.31,3.12,85.87,118.71,79.9,2.24,7.2,5.29,71.54,290.37,14.73,0.81,1.96,2.96,-0.057,0.583,0.105
K_0.125Rb_0.875SnBr_3,0.125,0.875,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.6,1.15,1.96,2.75,3.56,3.11,1.39,0.82,0.59,0.81,0.59,404.98,708.6,1139.9,47.07,121,324.6,4,970,2876,331.85,315.65,505.12,265.95,1.45,7.31,3.12,79.67,118.71,79.9,2.34,7.2,5.29,70.16,290.37,14.73,0.82,1.96,2.96,-0.035,0.571,0.102
K_0.25Rb_0.375Cs_0.375SnCl_3,0.25,0.375,0.375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.63,1.15,1.81,2.78,3.44,2.96,1.42,0.9,0.64,0.82,0.64,396.71,708.6,1251.1,46.73,121,348.8,4,972.63,2876,239.18,314.51,505.12,172.17,1.49,7.31,3.21,91.67,118.71,35.45,2.24,7.2,3.21,70.58,290.37,10.2,0.81,1.96,3.16,1.123,0.94,0.156
K_0.25Rb_0.125Cs_0.625GeI_3,0.25,0.125,0.625,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.67,0.87,1.81,2.54,3.48,2.68,1.92,0.92,0.48,0.92,0.48,389.89,762.1,1251.1,46.38,120,348.8,4,968.38,3107,239.18,311.74,1211.5,172.17,1.58,5.32,3.21,103.53,72.61,35.45,2.18,31.8,3.21,70.21,334.3,10.2,0.8,2.01,3.16,1,0.609,0.14
Rb_0.125Cs_0.875GeI_3,0,0.125,0.875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.72,0.87,2.2,2.59,3.92,3.07,1.98,0.78,0.4,0.9,0.4,379.11,762.1,1008.4,45.67,120,295.3,4,946.13,3107,457.5,302.93,1211.5,386.7,1.83,5.32,4.93,126.98,72.61,126.9,2.12,31.8,7.76,67.92,334.3,20.9,0.79,2.01,2.66,0.303,0.625,0.145
